order_no,order_qty,ind_price,sales,order_date,status,quarter,month,year,product_type,product_code,cust_nm,country,order_size
11550,40,27.21,1088.4,41699,Shipped,1,3,2014,Classic Cars,S24_1937,"Saveley & Henriot, Co.",France,Medium
11551,30,26.54,796.2,41752,Shipped,2,4,2014,Classic Cars,S24_1937,Diecast Collectables,USA,Medium
11552,16,27.88,446.08,41866,In Process,3,8,2014,Classic Cars,S24_1937,Amica Models & Co.,Italy,Small
11553,32,37.17,1040.76,41884,Shipped,3,9,2014,Classic Cars,S24_1937,Handji Gifts& Co,Singapore,Medium
11554,21,28.2,592.2,41922,Shipped,4,10,2014,Classic Cars,S24_1937,Auto Assoc. & Cie.,France,Small
11555,36,26.54,955.44,41930,Shipped,4,10,2014,Classic Cars,S24_1937,Mini Gifts Distributors Ltd.,USA,Medium
11556,16,100,1600,41945,Shipped,4,11,2014,Classic Cars,S24_1937,Online Diecast Creations Co.,USA,Small
11557,44,80.91,3560.04,41961,Shipped,4,11,2014,Classic Cars,S24_1937,"AV Stores, Co.",UK,Large
11558,18,33.18,597.24,41967,In Process,4,11,2014,Classic Cars,S24_1937,Marseille Mini Autos,France,Small
11559,45,97,4365,41979,Shipped,4,12,2014,Classic Cars,S24_1937,TBN Toys,France,Large
11560,19,35.29,670.51,42014,Shipped,1,1,2015,Classic Cars,S24_1937,ABC Corp,USA,Small
11561,31,69.56,2156.36,42052,Shipped,1,2,2015,Classic Cars,S24_1937,Euro Shopping Channel,Spain,Medium
11562,31,98,3038,42071,Shipped,1,3,2015,Classic Cars,S24_1937,"Anna's Decorations, Ltd",Australia,Medium
11563,58,26.54,1539.32,42114,Shipped,2,4,2015,Classic Cars,S24_1937,Handji Gifts& Co,Singapore,Large
11564,41,25.88,1061.08,42151,Shipped,2,5,2015,Classic Cars,S24_1937,Fast Toys Co.,Australia,Large
11565,37,82.03,3035.11,41330,Disputed,1,2,2013,Bikes,S24_2000,Toysworld,USA,Medium
11566,32,81.79,2617.28,41392,Shipped,2,4,2013,Bikes,S24_2000,AUS Toys Co.,Australia,Medium
11567,40,80.03,3201.2,41453,Shipped,NA,6,2013,Bikes,S24_2000,TBN Toys,France,Medium
11568,43,82.03,3527.29,41509,Shipped,3,8,2013,Classic Cars,S24_2000,ABC Corp,USA,Large
11569,21,66.03,1386.63,41558,Shipped,4,10,2013,Bikes,S24_2000,Baani Imports,Norway,Small
11570,27,73.41,1982.07,41574,Shipped,4,10,2013,Bikes,S24_2000,Techno Toys,USA,Medium
11571,25,65.55,1638.75,41586,Shipped,4,11,2013,Bikes,S24_2000,Qualy Toys,France,Small
11572,36,90.4,3254.4,41594,Shipped,4,11,2013,Bikes,S24_2000,HFT Gifts,NA,Medium
11573,24,72.88,1749.12,41610,Shipped,4,12,2013,Bikes,S24_2000,Wonder Toys,USA,Small
11574,28,59.7,1671.6,41650,Disputed,1,1,2014,Bikes,S24_2000,NA,Japan,Medium
11575,35,66.31,2320.85,41687,Shipped,1,2,2014,Bikes,S24_2000,AUS Toys Co.,Australia,Medium
11576,32,86.6,2771.2,41730,Shipped,2,4,2014,Bikes,S24_2000,NA,USA,Medium
11577,31,86.6,2684.6,41771,Shipped,2,5,2014,Bikes,S24_2000,The Sharp Gifts Warehouse,USA,Medium
11578,35,60.46,2675.04,41817,Shipped,2,6,2014,Bikes,S24_2000,Giftware Inc ,USA,Medium
11579,27,76.98,2078.46,41840,In Process,3,7,2014,Bikes,S24_2000,RGS Gifts,France,Medium
11580,35,69.08,2417.8,41596,Shipped,3,8,2014,Bikes,S24_2000,Marat Toys,USA,Medium
11581,31,64.51,1999.81,41899,Shipped,3,9,2014,Bikes,S24_2000,"Clover Collections, Co.",Ireland,Medium
11582,45,82.049,2754.9,41596,Shipped,4,10,2014,Bikes,S24_2000,Mini Classics,USA,Large
11583,23,83.83,1928.09,41942,Shipped,4,10,2014,Bikes,S24_2000,DCCS Inc.,USA,Small
11584,33,93.43,3083.19,41956,Shipped,4,11,2014,Bikes,S24_2000,NA,USA,Medium
11585,54,78.98,4264.92,41968,In Process,4,11,2014,Bikes,S24_2000,Enaco Distributors,Spain,Large
11586,19,98,1862,42009,Shipped,1,1,2015,Bikes,S24_2000,Suominen Souveniers,Finland,Small
11587,20,97,1940,42035,Shipped,1,1,2015,Bikes,S24_2000,RGS Gifts,France,Small
11588,45,80.4,3618,42064,Shipped,1,3,2015,Bikes,S24_2000,Scandinavian Gift Ideas,Sweden,Large
11589,58,86.6,5022.8,42102,Shipped,2,4,2015,Bikes,S24_2000,ACN ,France,Large
11590,30,82.049,2568,42133,Shipped,2,5,2015,Bikes,S24_2000,L'ordine Souveniers,Italy,Medium
11591,40,97,3880,41313,Shipped,1,2,2013,Planes,S24_2011,Danish Wholesale Imports,Denmark,Medium
11592,37,100,3700,41378,Disputed,2,4,2013,Planes,S24_2011,"Dragon Souveniers, Ltd.",NA,Medium
11593,44,82.049,4400,41438,Shipped,2,6,2013,Planes,S24_2011,"Stylish Desk Decors, Co.",UK,Large
11594,31,98,3038,41493,Shipped,3,8,2013,Planes,S24_2011,Mini Gifts Distributors Ltd.,USA,Medium
11595,37,97,3589,41542,Shipped,3,9,2013,Planes,S24_2011,Euro Shopping Channel,Spain,Medium
11596,29,100,2900,41568,Shipped,4,10,2013,Planes,S24_2011,Scandinavian Gift Ideas,Sweden,Medium
11597,49,100,4900,41586,Shipped,4,11,2013,Planes,S24_2011,CAF Imports,Spain,Large
11598,28,98,2744,41591,Shipped,4,11,2013,Planes,S24_2011,Mini Creations Ltd.,USA,Medium
11599,38,97,2675.04,41601,Shipped,4,11,2013,Planes,S24_2011,Enaco Distributors,Spain,Medium
11600,31,100,3100,41639,Shipped,4,12,2014,Planes,S24_2011,"Saveley & Henriot, Co.",France,Medium
11601,48,100,4800,41689,Disputed,1,2,2014,Planes,S24_2011,Petit Auto,Belgium,Large
11602,44,98,4312,41717,Shipped,1,3,2014,Planes,S24_2011,giftsbymail.co.uk,UK,Large
11603,45,97,4365,41763,Shipped,2,5,2014,Planes,S24_2011,Toysworld,USA,Large
11604,32,100,3200,41805,Shipped,2,6,2014,Planes,S24_2011,Quebec Home Shopping Network,Canada,Medium
11605,21,100,2100,41842,Shipped,3,7,2014,Planes,S24_2011,Petit Auto,Belgium,Small
11606,40,98,3920,41870,In Process,3,8,2014,Planes,S24_2011,"Royal Canadian Collectables, Ltd.",Canada,Medium
11607,18,97,1746,41888,Shipped,3,9,2014,Planes,S24_2011,Amica Models & Co.,Italy,Small
11608,25,100,2500,41924,Shipped,4,10,2014,Planes,S24_2011,"AV Stores, Co.",UK,Small
11609,32,100,3400,41942,Shipped,4,10,2014,Planes,S24_2011,RGS Gifts,France,Medium
11610,39,98,3822,41951,Shipped,4,11,2014,Planes,S24_2011,"Model Replicas, Co",Sweden,Medium
11611,26,68.97,1793.22,41961,Shipped,4,11,2014,Planes,S24_2011,Classic Legends Inc.,USA,Medium
11612,30,49.33,1479.9,41973,In Process,4,11,2014,Planes,S24_2011,Euro Shopping Channel,Spain,Medium
11613,36,100,3600,42031,Shipped,1,1,2015,Planes,S24_2011,"Tokyo Collectables, Ltd",Japan,Medium
11614,26,78.54,2042.04,42057,Shipped,1,2,2015,Planes,S24_2011,Mind Games,USA,Medium
11615,32,97,4462,42083,Shipped,1,3,2015,Planes,S24_2011,Mini Gifts Distributors Ltd.,USA,Large
11616,19,100,1900,42128,Shipped,2,5,2015,Planes,S24_2011,Gifts4AllAges.com,USA,Small
11617,45,52.76,2374.2,41284,Shipped,1,1,2013,Classic Cars,S24_2022,"Blauer See Auto, Co.",Germany,Large
11618,37,42.35,1566.95,41350,Shipped,1,3,2013,Classic Cars,S24_2022,"AV Stores, Co.",UK,Medium
11619,19,42.25,802.75,41412,Disputed,2,5,2013,Classic Cars,S24_2022,Signal Gift Stores,USA,Small
11620,45,48.28,2172.6,41527,Shipped,3,9,2013,Classic Cars,S24_2022,Signal Collectibles Ltd.,USA,Large
11621,42,35.29,1482.18,41566,Shipped,4,10,2013,Classic Cars,S24_2022,Mind Games,USA,Large
11622,25,39.22,980.5,41582,Shipped,4,11,2013,Classic Cars,S24_2022,Rovelli Gifts,Italy,Small
11623,28,33.74,944.72,41587,Shipped,4,11,2013,Classic Cars,S24_2022,Mini Gifts Distributors Ltd.,USA,Medium
11624,16,49.62,793.92,41596,Shipped,4,11,2013,Classic Cars,S24_2022,"Australian Collectables, Ltd",Australia,Small
11625,23,37.08,852.84,41612,Shipped,4,12,2013,Classic Cars,S24_2022,Euro Shopping Channel,NA,Small
11626,47,45.94,2159.18,41664,Shipped,1,1,2014,Classic Cars,S24_2022,"Corrida Auto Replicas, Ltd",Spain,Large
11627,21,45.38,952.98,41697,Shipped,NA,2,2014,Classic Cars,S24_2022,"Saveley & Henriot, Co.",France,Small
11628,35,44.25,1548.75,41756,Disputed,2,4,2014,Classic Cars,S24_2022,Euro Shopping Channel,Spain,Medium
11629,32,44.7,1609.2,41795,Shipped,2,6,2014,Classic Cars,S24_2022,Mini Caravy,France,Medium
11630,43,45.49,1956.07,41867,Shipped,3,8,2014,Classic Cars,S24_2022,Amica Models & Co.,Italy,Large
11631,42,45.38,1905.96,41882,Shipped,3,8,2014,Classic Cars,S24_2022,HFT Gifts,Norway,Large
11632,40,38.42,1536.8,41921,Shipped,4,10,2014,Classic Cars,S24_2022,Auto Assoc. & Cie.,France,Medium
11633,22,36.63,805.86,41934,In Process,4,10,2014,Classic Cars,S24_2022,Mini Gifts Distributors Ltd.,USA,Small
11634,28,98,2744,41946,Shipped,4,11,2014,Classic Cars,S24_2022,Online Diecast Creations Co.,USA,Medium
11635,23,82.52,1897.96,41957,Shipped,4,11,2014,Classic Cars,S24_2022,"AV Stores, Co.",UK,Small
11636,39,52.76,2057.64,41966,Shipped,4,11,2014,Classic Cars,S24_2022,Atelier graphique,France,Medium
11637,25,30.86,771.5,41983,Shipped,4,12,2014,Classic Cars,S24_2022,TBN Toys,France,Small
11638,26,28.59,743.34,42015,Shipped,1,1,2015,Classic Cars,S24_2022,ABC Corp,USA,Medium
11639,24,65.35,1568.4,42048,In Process,1,2,2015,Classic Cars,S24_2022,Euro Shopping Channel,Spain,Small
11640,32,100,2000,42070,Shipped,1,3,2015,Classic Cars,S24_2022,"Anna's Decorations, Ltd",Australia,Small
11641,39,44.7,1743.3,42154,Shipped,2,5,2015,Classic Cars,S24_2022,Mini Gifts Distributors Ltd.,USA,Medium
11642,34,98,3332,41302,Shipped,1,1,2013,Buses,S24_2300,Baani Imports,Norway,Medium
11643,18,97,1746,41362,Shipped,1,3,2013,Buses,S24_2300,"La Corne D'abondance, Co.",France,Small
11644,23,100,2300,41420,Shipped,2,5,2013,Buses,S24_2300,"Corrida Auto Replicas, Ltd",Spain,Small
11645,46,100,4600,41480,Shipped,3,7,2013,Buses,S24_2300,Techno Toys,USA,Large
11646,40,98,3920,41537,Disputed,3,3,2013,Buses,S24_2300,"Oulu Toy Supplies, Inc.",NA,Medium
11647,29,97,2813,41566,Shipped,4,10,2013,Buses,S24_2300,"Dragon Souveniers, Ltd.",Singapore,Medium
11648,24,100,2400,41582,Shipped,4,11,2013,Buses,S24_2300,"Stylish Desk Decors, Co.",UK,Small
11649,23,100,2300,41593,Shipped,4,11,2013,Buses,S24_2300,"Iberia Gift Imports, Corp.",Spain,Small
11650,47,98,4606,41602,Shipped,4,11,2013,Buses,S24_2300,"Saveley & Henriot, Co.",France,Large
11651,43,97,4171,41614,Shipped,4,12,2013,Buses,S24_2300,Diecast Collectables,USA,Large
11652,24,82.049,2400,41672,Shipped,1,2,2014,Buses,S24_2300,Handji Gifts& Co,Singapore,Small
11653,47,100,4700,41710,Shipped,1,3,2014,Buses,S24_2300,Mini Gifts Distributors Ltd.,USA,Large
11654,27,98,2646,41763,Shipped,2,5,2014,Buses,S24_2300,Euro Shopping Channel,Spain,Medium
11655,44,97,4268,41802,Disputed,2,6,2014,Buses,S24_2300,Handji Gifts& Co,Singapore,Large
11656,39,100,3900,41838,Shipped,3,7,2014,Buses,S24_2300,Mini Gifts Distributors Ltd.,USA,Medium
11657,24,100,2400,41871,Shipped,3,8,2014,Buses,S24_2300,NA,NA,Small
11658,46,98,4508,41889,Shipped,3,9,2014,Buses,S24_2300,Scandinavian Gift Ideas,Sweden,Large
11659,21,97,2037,41922,Shipped,4,10,2014,Buses,S24_2300,Marat Toys,USA,Small
11660,38,100,3800,41932,In Process,4,3,2014,Buses,S24_2300,Canadian Gift Exchange Network,Canada,Medium
11661,30,100,3000,41949,Shipped,4,11,2014,Buses,S24_2300,Micro Games Inc,USA,Medium
11662,40,98,3920,41961,Shipped,4,11,2014,Buses,S24_2300,"Model Replicas, Co",Sweden,Medium
11663,34,97,3298,41941,Shipped,4,10,2014,Buses,S24_2300,"Corrida Auto Replicas, Ltd",Spain,Medium
11664,37,100,3700,41981,Shipped,4,12,2014,Buses,S24_2300,Euro Shopping Channel,Spain,Medium
11665,19,100,1900,42028,Shipped,1,1,2015,Buses,S24_2300,Mini Gifts Distributors Ltd.,USA,Small
11666,18,98,1764,42051,In Process,1,2,2015,Buses,S24_2300,Mini Gifts Distributors Ltd.,USA,Small
11667,67,97,6499,42124,Shipped,2,4,2015,Buses,S24_2300,Euro Shopping Channel,Spain,Large
11668,45,100,4500,42153,Shipped,2,5,2015,Buses,S24_2300,RGS Gifts,France,Large
11669,34,57.87,1967.58,41337,Shipped,1,3,2013,Bikes,S24_2360,Cruz & Sons Co.,Philippines,Medium
11670,30,74.88,2246.4,41400,Shipped,2,5,2013,Classic Cars,S24_2360,Super Toys,France,Medium
11671,26,58.64,1524.64,41454,Shipped,2,6,2013,Bikes,S24_2360,Mini Gifts Distributors Ltd.,USA,Medium
11672,23,59.95,1378.85,41509,Shipped,3,8,2013,Bikes,S24_2360,ABC Corp,USA,Small
11673,26,82.049,2062.84,41558,Disputed,4,10,2013,Bikes,S24_2360,Mind Games,USA,Medium
11674,36,72.11,2595.96,41581,Shipped,4,11,2013,Bikes,S24_2360,"Anna's Decorations, Ltd",Australia,Medium
11675,32,69.03,2208.96,41586,Shipped,4,11,2013,Bikes,S24_2360,Qualy Toys,France,Medium
11676,38,75.19,2857.22,41595,Shipped,4,11,2013,Bikes,S24_2360,Euro Shopping Channel,Spain,Medium
11677,20,62.72,1254.4,41655,Shipped,1,1,2013,Bikes,S24_2360,ACN ,France,Small
11678,35,78.34,2741.9,41690,Shipped,1,2,2014,Bikes,S24_2360,Qualy Toys,France,Medium
11679,23,76.65,1762.95,41731,Shipped,2,4,2014,Bikes,S24_2360,Micro Games Inc,USA,Small
11680,43,64.8,2786.4,41783,Shipped,2,5,2014,Bikes,S24_2360,ACN ,France,Large
11681,36,64.1,2307.6,41821,Shipped,3,7,2014,Bikes,S24_2360,Gifts4AllAges.com,USA,Medium
11682,32,73.49,3233.56,41852,Disputed,3,8,2014,Bikes,S24_2360,Online Mini Collectables,USA,Large
11683,35,56.56,1979.6,41875,Shipped,3,8,2014,Bikes,S24_2360,Marat Toys,USA,Medium
11684,29,65.49,1899.21,41910,Shipped,3,9,2014,Bikes,S24_2360,FIN Corp.,Finland,Medium
11685,23,55.1,1267.3,41928,Shipped,4,10,2014,Bikes,S24_2360,Baani Imports,Norway,Small
11686,29,79.73,2312.17,41945,Shipped,4,11,2014,Bikes,S24_2360,Microscale Inc.,USA,Medium
11687,39,78.03,3043.17,41956,In Process,4,11,2014,Bikes,S24_2360,Cruz & Sons Co.,Philippines,Medium
11688,28,100,2800,41965,Shipped,4,11,2014,Bikes,S24_2360,SSD Collectables,Austria,Medium
11689,40,69.65,2786,41981,Shipped,4,12,2014,Bikes,S24_2360,Euro Shopping Channel,Spain,Medium
11690,41,59.23,2428.43,42009,Shipped,1,1,2015,Bikes,S24_2011,Suominen Souveniers,Finland,Large
11691,17,97,1649,42035,Shipped,NA,3,2015,Bikes,S24_2360,RGS Gifts,France,Small
11692,31,64.13,1988.03,42065,Shipped,1,3,2015,Bikes,S24_2360,Mini Gifts Distributors Ltd.,USA,Medium
11693,26,78.65,2044.9,42103,In Process,2,4,2015,Bikes,S24_2360,UK Toys Ltd.,UK,Medium
11694,41,76.15,3122.15,41350,Shipped,1,3,2013,Cars,S24_2766,"AV Stores, Co.",UK,Large
11695,29,69.7,2021.3,41412,Shipped,2,5,2013,Cars,S24_2766,Signal Gift Stores,USA,Medium
11696,17,72.6,1234.2,41526,Shipped,3,9,2013,Cars,S24_2766,"Anna's Decorations, Ltd",Australia,Small
11697,19,100,1900,41565,Shipped,4,10,2013,Cars,S24_2766,Heintze Collectables,Denmark,Small
11698,20,72.51,1450.2,41582,Shipped,4,11,2013,Cars,S24_2766,Giftware Inc ,USA,Small
11699,33,70.6,2329.8,41587,Shipped,4,11,2013,Cars,S24_2766,Mini Gifts Distributors Ltd.,USA,Medium
11700,42,82.6,3469.2,41596,Disputed,4,11,2013,Cars,S24_2766,Online Diecast Creations Co.,USA,Large
11701,46,95.32,4384.72,41611,Shipped,4,12,2013,Cars,S24_2766,Muscle Machine Inc,USA,Large
11702,43,86.14,3704.02,41654,Shipped,1,1,2014,Cars,S24_2766,Euro Shopping Channel,Spain,Large
11703,44,85.14,3746.16,41697,Shipped,1,2,2014,Cars,S24_2766,"Saveley & Henriot, Co.",France,Large
11704,43,93.5,4020.5,41740,Shipped,2,4,2014,Cars,S24_2766,Mini Caravy,France,Large
11705,37,86.24,3190.88,41828,Shipped,3,7,2014,Cars,S24_2766,Muscle Machine Inc,USA,Medium
11706,47,77.97,3664.59,41859,Shipped,3,8,2014,Cars,S24_2766,Euro Shopping Channel,Spain,Large
11707,32,77.87,2491.84,41880,Shipped,3,8,2014,Cars,S24_2766,Handji Gifts& Co,Singapore,Medium
11708,45,100,4500,41551,Shipped,4,10,2013,Classic Cars,S24_2766,UK Toys Ltd.,UK,Small
11709,27,92.6,2500.2,41929,Disputed,4,10,2014,Cars,S24_2766,Euro Shopping Channel,Spain,Medium
11710,28,70.7,1979.6,41946,Shipped,4,11,2014,Cars,S24_2766,FunGift Corp.,USA,Medium
11711,36,83.72,3013.92,41957,Shipped,4,11,2014,Cars,S24_2766,NA,UK,Medium
11712,21,100,2100,41970,Shipped,4,11,2014,Cars,S24_2766,Signal Gift Stores,USA,Small
11713,39,100,3900,42024,Shipped,1,1,2015,Cars,S24_2766,Mini Gifts Distributors Ltd.,USA,Medium
11714,34,35.5,1207,42050,In Process,1,2,2015,Cars,S24_2766,Euro Shopping Channel,Spain,Medium
11715,32,91.5,6679.5,42113,Shipped,2,4,2015,Cars,S24_2766,The Sharp Gifts Warehouse,USA,Large
11716,35,100,3500,42151,Shipped,2,5,2015,Cars,S24_2766,Fast Toys Co.,Australia,Medium
11717,43,38.6,1659.8,41306,Shipped,1,2,2013,Cars,S24_2840,Euro Shopping Channel,Spain,Large
11718,22,28.06,617.32,41596,Shipped,1,3,2013,Cars,S24_2840,"La Corne D'abondance, Co.",France,Small
11719,36,35.19,1266.84,41425,Shipped,2,5,2013,Cars,S24_2840,Muscle Machine Inc,USA,Medium
11720,17,41.43,704.31,41485,In Process,3,7,2013,Cars,S24_2840,Suominen Souveniers,Finland,Small
11721,29,39.31,1139.99,41539,Shipped,3,9,2013,Cars,S24_2840,"Oulu Toy Supplies, Inc.",Finland,Medium
11722,25,29.82,745.5,41568,Shipped,4,10,2013,Cars,S24_2840,"Dragon Souveniers, Ltd.",Singapore,Small
11723,34,28.12,956.08,41581,Shipped,4,11,2013,Cars,S24_2840,"Stylish Desk Decors, Co.",UK,Medium
11724,32,30.82,1171.16,41590,Shipped,NA,11,2013,Cars,S24_2840,"Iberia Gift Imports, Corp.",Spain,Medium
11725,31,27.29,845.99,41604,Shipped,4,11,2013,Cars,S24_2840,Mini Classics,USA,Medium
11726,40,27.7,1108,41616,Shipped,4,12,2013,Cars,S24_2840,Diecast Collectables,USA,Medium
11727,18,37.31,671.58,41677,Disputed,1,2,2014,Cars,S24_2840,Signal Collectibles Ltd.,USA,Small
11728,29,31.88,924.52,41707,Shipped,1,3,2014,Cars,S24_2840,Mini Gifts Distributors Ltd.,USA,Medium
11729,48,35.07,1683.36,41765,Shipped,2,5,2014,Cars,S24_2840,Euro Shopping Channel,Spain,Large
11730,29,31.24,905.96,41804,Shipped,2,6,2014,Cars,S24_2840,Handji Gifts& Co,Singapore,Medium
11731,35,38.72,1355.2,41837,Shipped,3,7,2014,Cars,S24_2840,Mini Gifts Distributors Ltd.,USA,Medium
11732,16,39.66,634.56,41868,Shipped,3,8,2014,Cars,S24_2840,DCCS Inc.,USA,Small
11733,38,29.06,1104.28,41891,Shipped,3,9,2014,Cars,S24_2840,Toysworld,USA,Medium
11734,46,29.47,1355.62,41924,Shipped,4,10,2014,Cars,S24_2840,Marat Toys,USA,Large
11735,36,34.13,1228.68,41931,Shipped,4,10,2014,Cars,S24_2840,Heintze Collectables,Denmark,Medium
11736,26,100,2600,41946,Disputed,4,11,2014,Cars,S24_2840,Micro Games Inc,USA,Medium
11737,32,36.13,1156.16,41963,Shipped,4,11,2014,Cars,S24_2840,Mini Gifts Distributors Ltd.,USA,Medium
11738,34,35.13,1194.42,41973,Shipped,4,11,2014,Cars,S24_2840,Muscle Machine Inc,USA,Medium
11739,33,79.94,2638.02,41980,Shipped,4,12,2014,Cars,S24_2840,NA,Spain,Medium
11740,41,100,4100,42025,Shipped,1,1,2015,Cars,S24_2840,Mini Gifts Distributors Ltd.,USA,Large
11741,39,100,3900,42058,In Process,1,2,2015,Cars,S24_2840,Euro Shopping Channel,Spain,Medium
11742,44,36.9,1623.6,42077,Shipped,1,3,2015,Cars,S24_2840,Euro Shopping Channel,Spain,Large
11743,27,33.07,892.89,42124,Shipped,2,4,2015,Cars,S24_2840,Euro Shopping Channel,Spain,Medium
11744,27,32.24,870.48,42153,Shipped,2,5,2015,Classic Cars,S24_2840,RGS Gifts,France,Medium
11745,48,73.68,3536.64,41323,Shipped,1,2,2013,Trucks,S24_2841,Rovelli Gifts,Italy,Large
11746,39,57.6,2246.4,41391,Shipped,2,4,2013,Trucks,S24_2841,SSD Collectables,Austria,Medium
11747,32,64.14,2052.48,41438,In Process,2,6,2013,Trucks,S24_2841,Gift Ideas Corp.,USA,Medium
11748,23,59.97,1379.31,41494,Shipped,3,8,2013,Trucks,S24_2841,Mini Creations Ltd.,USA,Small
11749,22,71.62,1575.64,41554,Shipped,4,10,2013,Trucks,S24_2841,FIN Corp.,Finland,Small
11750,32,67.88,1289.72,41569,Shipped,4,10,2013,Trucks,S24_2841,Scandinavian Gift Ideas,Sweden,Small
11751,31,77.84,2413.04,41583,Shipped,4,11,2013,Trucks,S24_2841,Alpha Cognac,France,Medium
11752,18,68.2,1227.6,41590,Shipped,4,11,2013,Trucks,S24_2841,"Double Decker Gift Stores, Ltd",UK,Small
11753,47,66.82,3140.54,41606,Shipped,4,11,2013,Trucks,S24_2841,Cruz & Sons Co.,Philippines,Large
11754,41,80.21,3288.61,41647,Disputed,1,1,2014,Trucks,S24_2841,Superz Retailers,NA,Large
11755,29,78.53,2277.37,41686,Shipped,1,2,2014,Trucks,S24_2841,Collectable Mini Designs Co.,USA,Medium
11756,16,66.82,1069.12,41765,Shipped,2,5,2014,Trucks,S24_2841,Cambridge Collectables Co.,USA,Small
11757,23,66.14,1521.22,41815,Shipped,2,6,2014,Trucks,S24_2841,Euro Shopping Channel,Spain,Small
11758,38,63.08,2397.04,41840,Shipped,3,7,2014,Trucks,S24_2841,Collectables For Less Inc.,USA,Medium
11759,27,70.99,1916.73,41869,Shipped,3,8,2014,Trucks,S24_2841,"Norway Gifts By Mail, Co.",NA,Medium
11760,17,70.25,1194.25,41895,Shipped,3,9,2014,Trucks,S24_2841,"Bavarian Collectables Imports, Co.",Germany,Small
11761,24,74.36,1784.64,41927,Shipped,4,3,2014,Trucks,S24_2841,"Classic Gift Ideas, Inc",USA,Small
11762,32,61.71,1974.72,41943,Shipped,4,10,2014,Trucks,S24_2841,giftsbymail.co.uk,UK,Medium
11763,45,55.92,2516.4,41952,Disputed,4,3,2014,Trucks,S24_2841,Rovelli Gifts,Italy,Large
11764,51,100,5100,41964,Shipped,4,11,2014,Trucks,S24_2841,"Tokyo Collectables, Ltd",Japan,Large
11765,24,82.049,1768.32,41977,Shipped,4,12,2014,Trucks,S24_2841,"Stylish Desk Decors, Co.",UK,Small
11766,36,68.44,2463.84,42034,Shipped,1,1,2015,Trucks,S24_2841,"Oulu Toy Supplies, Inc.",Finland,Medium
11767,36,52.96,1906.56,42061,Shipped,1,2,2015,Trucks,S24_2841,Euro Shopping Channel,Spain,Medium
11768,24,56.55,1357.2,42091,In Process,1,3,2015,Trucks,S24_2841,Super Toys,France,Small
11769,23,60.66,1395.18,41596,Shipped,2,4,2015,Trucks,S24_2841,The Sharp Gifts Warehouse,USA,Small
11770,19,65.82,1250.58,42132,Shipped,2,5,2015,Trucks,S24_2841,"Australian Collectables, Ltd",Australia,Small
11771,43,97,4171,41348,Shipped,1,3,2013,Cars,S24_2887,"AV Stores, Co.",UK,Large
11772,21,92.95,1951.95,41413,Shipped,2,5,2013,Cars,S24_2887,Signal Gift Stores,USA,Small
11773,33,100,3300,41529,Shipped,3,9,2013,Cars,S24_2887,"Anna's Decorations, Ltd",NA,Medium
11774,23,98,2254,41563,In Process,4,10,2013,Cars,S24_2887,Heintze Collectables,Denmark,Small
11775,20,97,1940,41580,Shipped,4,11,2013,Cars,S24_2887,Rovelli Gifts,Italy,Small
11776,16,100,1600,41588,Shipped,4,11,2013,Cars,S24_2887,Mini Gifts Distributors Ltd.,USA,Small
11777,22,100,2200,41599,Shipped,4,11,2013,Cars,S24_2887,Online Diecast Creations Co.,USA,Small
11778,40,98,3920,41609,Shipped,4,12,2013,Cars,S24_2887,Muscle Machine Inc,USA,Medium
11779,24,97,2328,41658,Shipped,1,1,2014,Cars,S24_2887,"Double Decker Gift Stores, Ltd",NA,Small
11780,29,100,2900,41698,Shipped,1,2,2014,Cars,S24_2887,"Saveley & Henriot, Co.",France,Medium
11781,27,97.65,2636.55,41743,Disputed,2,4,2013,Cars,S24_2887,Mini Caravy,France,Medium
11782,41,98,4018,41826,Shipped,3,7,2014,Cars,S24_2887,Muscle Machine Inc,USA,Large
11783,45,97,4365,41857,Shipped,3,8,2014,Cars,S24_2887,Euro Shopping Channel,Spain,Large
11784,44,100,4400,41881,Shipped,3,8,2014,Classic Cars,S24_2887,Handji Gifts& Co,Singapore,Large
11785,44,100,4400,41554,Shipped,4,10,2013,Cars,S24_2887,UK Toys Ltd.,UK,Large
11786,41,98,4018,41927,Shipped,4,10,2014,Cars,S24_2887,Euro Shopping Channel,Spain,Large
11787,41,39.26,1609.66,41957,Shipped,4,3,2014,Classic Cars,S24_2887,"AV Stores, Co.",UK,Large
11788,20,86.24,1724.8,41970,Shipped,4,11,2014,Cars,S24_2887,Signal Gift Stores,USA,Small
11789,30,100,3000,42024,Shipped,1,1,2015,Cars,S24_2887,Mini Gifts Distributors Ltd.,USA,Medium
11790,42,34.29,1440.18,42050,Disputed,1,2,2015,Cars,S24_2887,NA,NA,Large
11791,56,95.65,5356.4,41596,Shipped,2,4,2015,Cars,S24_2887,The Sharp Gifts Warehouse,USA,Large
11792,51,95.3,4860.3,42151,Shipped,NA,5,2015,Cars,S24_2887,Fast Toys Co.,Australia,Large
11793,28,31.1,870.8,41344,Shipped,1,3,2013,Cars,S24_2972,Motor Mint Distributors Inc.,USA,Medium
11794,37,28.96,1071.52,41401,Shipped,2,5,2013,Cars,S24_2972,Marseille Mini Autos,France,Medium
11795,17,32.87,558.79,41454,In Process,2,6,2013,Cars,S24_2972,Mini Gifts Distributors Ltd.,USA,Small
